growthp0001	growthqtlp0001	growthp0005	growthqtlp0005	growthp001	growthqtlp001	heightp0001	heightqtlp0001	heightp0005	heightqtlp0005	heightp001	heightqtlp001
								SORBI_3006G035700	SORBI_3006G054600	SORBI_3002G141300	SORBI_3004G146800
								SORBI_3006G036300	SORBI_3006G058000	SORBI_3002G142300	SORBI_3004G147050
								SORBI_3006G036900	SORBI_3006G213601	SORBI_3002G142900	SORBI_3004G147600
								SORBI_3006G038800	SORBI_3006G240800	SORBI_3002G143500	ENSRNA049996379
								SORBI_3006G039600	SORBI_3006G282200	SORBI_3002G144732	SORBI_3004G154000
								SORBI_3006G040500	SORBI_3007G090412	SORBI_3002G146000	SORBI_3004G160200
								SORBI_3006G040900	SORBI_3007G090427	SORBI_3002G146800	SORBI_3004G229700
								SORBI_3006G041266	SORBI_3007G091200	ENSRNA049465688	SORBI_3004G251400
								SORBI_3006G041750	SORBI_3007G091400	SORBI_3002G147466	SORBI_3004G253800
								SORBI_3006G041932	SORBI_3007G093300	SORBI_3002G147600	SORBI_3005G017500
								SORBI_3006G044400	SORBI_3007G095000	SORBI_3002G148750	SORBI_3005G067933
								SORBI_3006G044866	SORBI_3007G095200	SORBI_3002G149101	SORBI_3005G087666
								SORBI_3006G048775	SORBI_3007G096000	SORBI_3002G150766	SORBI_3005G089900
								SORBI_3006G049666	SORBI_3007G097201	SORBI_3002G150866	SORBI_3005G090600
								SORBI_3006G054600	SORBI_3007G099133	SORBI_3002G151000	SORBI_3005G096300
								SORBI_3006G075100	SORBI_3007G099966	SORBI_3002G153100	SORBI_3005G103050
								SORBI_3006G213601	SORBI_3007G100500	SORBI_3002G153400	SORBI_3005G103300
								SORBI_3006G240800	SORBI_3007G101300	SORBI_3002G153900	SORBI_3005G108000
								SORBI_3006G282200	SORBI_3007G101900	SORBI_3002G157600	SORBI_3005G109101
								SORBI_3007G018100	SORBI_3007G102400	SORBI_3002G162300	SORBI_3005G111400
								SORBI_3007G064600	SORBI_3007G103000	SORBI_3002G164400	SORBI_3005G111900
								SORBI_3007G064900	SORBI_3007G103500	SORBI_3002G164900	SORBI_3005G112200
								SORBI_3007G090427	SORBI_3007G104450	SORBI_3002G168600	SORBI_3005G112400
								SORBI_3007G090537	SORBI_3007G106500	SORBI_3002G169300	SORBI_3005G112800
								SORBI_3007G091200	SORBI_3007G106800	SORBI_3002G174700	SORBI_3005G113533
								SORBI_3007G091400	SORBI_3007G109900	SORBI_3002G189700	SORBI_3005G114201
								SORBI_3007G093201	SORBI_3007G111300	SORBI_3002G193800	SORBI_3005G114600
								SORBI_3007G095000	SORBI_3007G111800	SORBI_3002G196000	SORBI_3005G114800
								SORBI_3007G095200	SORBI_3007G112400	SORBI_3002G230201	SORBI_3005G115000
								SORBI_3007G096000	SORBI_3007G113950	SORBI_3002G233600	ENSRNA049485571
								SORBI_3007G099133	SORBI_3007G114200	SORBI_3002G261300	SORBI_3005G115300
								SORBI_3007G099966	SORBI_3007G114401	SORBI_3002G280850	SORBI_3005G116100
								SORBI_3007G100500	SORBI_3007G114650	SORBI_3003G027100	SORBI_3005G116500
								SORBI_3007G101300	SORBI_3007G118050	SORBI_3003G119900	SORBI_3005G118700
								SORBI_3007G101600	SORBI_3007G120100	SORBI_3003G128525	SORBI_3005G120700
								SORBI_3007G102400	SORBI_3007G123100	SORBI_3003G128850	SORBI_3006G020300
								SORBI_3007G103400	SORBI_3007G125600	SORBI_3003G144950	SORBI_3006G025350
								SORBI_3007G106500	SORBI_3007G132000	SORBI_3003G146500	SORBI_3006G027000
								SORBI_3007G106800	SORBI_3008G055900	SORBI_3003G147100	SORBI_3006G027500
								SORBI_3007G109900	SORBI_3008G068166	SORBI_3003G149200	SORBI_3006G031100
								SORBI_3007G111800	SORBI_3008G069401	SORBI_3003G158201	SORBI_3006G032400
								SORBI_3007G112400	SORBI_3008G071200	SORBI_3003G160500	SORBI_3006G033200
								SORBI_3007G113950	SORBI_3008G075700	SORBI_3003G162400	SORBI_3006G034100
								SORBI_3007G114200	SORBI_3008G077700	SORBI_3003G164300	SORBI_3006G034225
								SORBI_3007G114401	SORBI_3008G078300	SORBI_3003G165800	SORBI_3006G034300
								SORBI_3007G114650	SORBI_3008G081500	SORBI_3003G166450	SORBI_3006G034500
								SORBI_3007G118050	SORBI_3008G083300	SORBI_3003G167500	SORBI_3006G035200
								SORBI_3007G120100	SORBI_3008G085600	SORBI_3003G169900	SORBI_3006G035400
								SORBI_3007G123100	SORBI_3008G087800	SORBI_3003G170800	SORBI_3006G035700
								SORBI_3007G125600	SORBI_3008G088200	SORBI_3003G170966	SORBI_3006G036300
								SORBI_3008G055900	SORBI_3008G089100	SORBI_3003G171500	SORBI_3006G036900
								SORBI_3008G069401	SORBI_3008G089500	SORBI_3003G173700	SORBI_3006G037050
								SORBI_3008G071200	SORBI_3008G090800	SORBI_3003G173950	SORBI_3006G038100
								SORBI_3008G077700	SORBI_3008G091300	SORBI_3003G175400	SORBI_3006G038800
								SORBI_3008G078300	SORBI_3008G092466	SORBI_3003G178800	SORBI_3006G038901
								SORBI_3008G083300	SORBI_3008G092600	SORBI_3003G180200	SORBI_3006G039600
								SORBI_3008G085600	SORBI_3008G092932	SORBI_3003G184600	SORBI_3006G040500
								SORBI_3008G087800	SORBI_3008G093500	SORBI_3003G185250	SORBI_3006G040900
								SORBI_3008G089100	SORBI_3008G094500	SORBI_3003G186700	SORBI_3006G041266
								SORBI_3008G089500	SORBI_3008G095100	SORBI_3003G189800	SORBI_3006G041750
								SORBI_3008G090900	SORBI_3008G097200	SORBI_3003G211700	SORBI_3006G042425
								SORBI_3008G091300	SORBI_3008G101200	SORBI_3003G216800	SORBI_3006G043600
								SORBI_3008G092466	SORBI_3008G102050	SORBI_3003G228600	SORBI_3006G044866
								SORBI_3008G092932	SORBI_3008G106500	SORBI_3004G054900	SORBI_3006G047700
								SORBI_3008G093500	SORBI_3008G107500	SORBI_3004G087500	SORBI_3006G048775
								SORBI_3008G096100	SORBI_3008G109950	SORBI_3004G096000	SORBI_3006G049700
								SORBI_3008G101200	SORBI_3008G110700	SORBI_3004G101000	SORBI_3006G053700
								SORBI_3008G102050	SORBI_3008G117800	SORBI_3004G118800	SORBI_3006G058000
								SORBI_3008G107500	SORBI_3008G120600	SORBI_3004G122300	SORBI_3006G075100
								SORBI_3008G109950	SORBI_3009G060300	SORBI_3004G123400	SORBI_3006G100800
								SORBI_3008G110700	SORBI_3009G066300	SORBI_3004G126700	SORBI_3006G240800
								SORBI_3008G117800	SORBI_3009G067000	SORBI_3004G128400	SORBI_3006G282200
								SORBI_3008G120600	SORBI_3009G069400	SORBI_3004G129201	SORBI_3007G084800
								SORBI_3009G060300	SORBI_3009G072366	SORBI_3004G130500	SORBI_3007G088300
								SORBI_3009G067000	SORBI_3009G074400	SORBI_3004G131300	SORBI_3007G090100
								SORBI_3009G072366	SORBI_3009G075800	SORBI_3004G133500	SORBI_3007G090412
								SORBI_3009G076600	SORBI_3009G076600	SORBI_3004G134000	SORBI_3007G090427
								SORBI_3009G080233	SORBI_3009G080233	SORBI_3004G134300	SORBI_3007G091200
								SORBI_3009G084400	SORBI_3009G084400	SORBI_3004G134801	SORBI_3007G091400
								SORBI_3009G084600	SORBI_3009G084600	SORBI_3004G135200	SORBI_3007G092450
								SORBI_3009G088200	SORBI_3009G088300	SORBI_3004G135500	SORBI_3007G093201
								SORBI_3009G090500	SORBI_3009G089532	SORBI_3004G136200	SORBI_3007G095000
								SORBI_3009G090900	SORBI_3009G090500	SORBI_3004G136366	SORBI_3007G095200
								SORBI_3009G091101	SORBI_3009G090900	SORBI_3004G136500	SORBI_3007G096200
								SORBI_3009G091800	SORBI_3009G091101	SORBI_3004G136901	SORBI_3007G097201
								SORBI_3009G092601	SORBI_3009G091800	SORBI_3004G137200	SORBI_3007G099133
								SORBI_3009G094700	SORBI_3009G094700	SORBI_3004G138200	SORBI_3007G099400
								SORBI_3009G096700	SORBI_3009G095480	SORBI_3004G138700	SORBI_3007G099966
								SORBI_3009G098000	SORBI_3009G096700	SORBI_3004G138800	SORBI_3007G100500
								SORBI_3009G099700	SORBI_3009G098000	SORBI_3004G139700	SORBI_3007G101300
								SORBI_3009G101250	SORBI_3009G099700	SORBI_3004G140300	SORBI_3007G101500
								SORBI_3009G101800	SORBI_3009G100500	SORBI_3004G140501	SORBI_3007G101900
								SORBI_3009G105000	SORBI_3009G101250	SORBI_3004G143801	SORBI_3007G102400
								SORBI_3009G155500	SORBI_3009G101800	SORBI_3004G145000	SORBI_3007G103500
								SORBI_3010G045200	SORBI_3009G102500	SORBI_3004G146800	SORBI_3007G104450
								SORBI_3010G089700	SORBI_3009G105000	SORBI_3004G147050	SORBI_3007G106500
								SORBI_3010G100516	SORBI_3009G155500	SORBI_3004G157800	SORBI_3007G106800
								SORBI_3010G112000	SORBI_3010G089700	SORBI_3004G160200	SORBI_3007G109900
								SORBI_3010G122666	SORBI_3010G110200	SORBI_3004G181900	SORBI_3007G111300
								SORBI_3010G124200	SORBI_3010G116200	SORBI_3004G251400	SORBI_3007G111800
								SORBI_3010G129600	SORBI_3010G122666	SORBI_3004G253800	SORBI_3007G112400
								SORBI_3010G133275	SORBI_3010G124200	SORBI_3004G359400	SORBI_3007G112500
								SORBI_3010G133932	SORBI_3010G133275	SORBI_3005G067933	SORBI_3007G113950
								SORBI_3010G137200	SORBI_3010G135900	SORBI_3005G087666	SORBI_3007G114200
								SORBI_3010G140200	SORBI_3010G136900	SORBI_3005G088600	SORBI_3007G114401
								SORBI_3010G140500	SORBI_3010G137200	SORBI_3005G089900	SORBI_3007G114650
								SORBI_3010G140600	SORBI_3010G138350	SORBI_3005G096300	SORBI_3007G115050
								SORBI_3010G142401	SORBI_3010G140200	SORBI_3005G101000	SORBI_3007G120100
								SORBI_3010G142700	SORBI_3010G140500	SORBI_3005G103050	SORBI_3007G123100
								SORBI_3010G143900	SORBI_3010G140750	SORBI_3005G108000	SORBI_3007G123800
								SORBI_3010G145200	SORBI_3010G142401	SORBI_3005G109101	SORBI_3007G125600
								SORBI_3010G145800	SORBI_3010G142650	SORBI_3005G110000	SORBI_3007G135700
								SORBI_3010G146350	SORBI_3010G143900	SORBI_3005G111400	SORBI_3007G136300
								SORBI_3010G147100	SORBI_3010G144700	SORBI_3005G111900	SORBI_3008G051500
								SORBI_3010G147250	SORBI_3010G145000	SORBI_3005G112200	SORBI_3008G055900
								SORBI_3010G148750	SORBI_3010G145200	SORBI_3005G112400	SORBI_3008G068166
								SORBI_3010G152500	SORBI_3010G145800	SORBI_3005G112800	SORBI_3008G069401
								SORBI_3010G155401	SORBI_3010G146600	SORBI_3005G113533	SORBI_3008G069901
								SORBI_3010G160300	SORBI_3010G147100	SORBI_3005G114201	SORBI_3008G070200
								SORBI_3010G164500	SORBI_3010G147250	SORBI_3005G114500	SORBI_3008G077700
								SORBI_3010G164800	SORBI_3010G148750	SORBI_3005G114800	SORBI_3008G078300
								SORBI_3010G167500	SORBI_3010G152500	ENSRNA049485571	SORBI_3008G083300
								SORBI_3010G172000	SORBI_3010G155401	SORBI_3005G115300	SORBI_3008G085600
								SORBI_3010G186200	SORBI_3010G158766	SORBI_3005G116100	SORBI_3008G087000
									SORBI_3010G160300	SORBI_3005G116500	SORBI_3008G087800
									SORBI_3010G163150	SORBI_3005G118700	SORBI_3008G088200
									SORBI_3010G164500	SORBI_3005G120700	SORBI_3008G089100
									SORBI_3010G164800	SORBI_3005G123900	SORBI_3008G089500
									SORBI_3010G165300	SORBI_3005G127800	SORBI_3008G091300
									SORBI_3010G167500	SORBI_3005G129301	SORBI_3008G091557
									SORBI_3010G172000	SORBI_3005G129600	SORBI_3008G092466
									SORBI_3010G172200	SORBI_3005G129900	SORBI_3008G092600
									SORBI_3010G182300	SORBI_3005G130200	SORBI_3008G093500
									SORBI_3010G194200	SORBI_3005G132300	SORBI_3008G094300
										SORBI_3005G134400	SORBI_3008G095100
										SORBI_3005G141900	SORBI_3008G096100
										SORBI_3005G143400	SORBI_3008G101200
										SORBI_3005G143800	SORBI_3008G102050
										SORBI_3005G146200	SORBI_3008G102600
										SORBI_3005G147032	SORBI_3008G106500
										SORBI_3005G156400	SORBI_3008G107500
										SORBI_3005G161100	SORBI_3008G109950
										SORBI_3005G175200	SORBI_3008G110700
										SORBI_3005G193600	SORBI_3008G116300
										SORBI_3006G020300	SORBI_3008G117800
										SORBI_3006G025350	SORBI_3008G120600
										SORBI_3006G027000	SORBI_3009G060300
										SORBI_3006G027500	SORBI_3009G067000
										SORBI_3006G031100	SORBI_3009G072200
										SORBI_3006G032400	SORBI_3009G072366
										SORBI_3006G033200	SORBI_3009G076600
										SORBI_3006G034100	SORBI_3009G080233
										SORBI_3006G034300	SORBI_3009G081300
										SORBI_3006G034500	SORBI_3009G084600
										SORBI_3006G035400	SORBI_3009G088300
										SORBI_3006G035600	SORBI_3009G089532
										SORBI_3006G036300	SORBI_3009G090500
										SORBI_3006G036900	SORBI_3009G090900
										SORBI_3006G037050	SORBI_3009G091101
										SORBI_3006G038800	SORBI_3009G091800
										SORBI_3006G038901	SORBI_3009G091940
										SORBI_3006G039600	SORBI_3009G092601
										SORBI_3006G040500	SORBI_3009G094200
										SORBI_3006G040900	SORBI_3009G094700
										SORBI_3006G041266	SORBI_3009G095480
										SORBI_3006G041750	SORBI_3009G095640
										SORBI_3006G043600	SORBI_3009G095800
										SORBI_3006G044400	SORBI_3009G096700
										SORBI_3006G044866	SORBI_3009G098000
										SORBI_3006G047700	SORBI_3009G098700
										SORBI_3006G048775	SORBI_3009G099700
										SORBI_3006G049700	SORBI_3009G100300
										SORBI_3006G050600	SORBI_3009G101250
										SORBI_3006G053700	SORBI_3009G101800
										SORBI_3006G058000	SORBI_3009G102500
										SORBI_3006G075100	SORBI_3009G104000
										SORBI_3006G100800	SORBI_3009G105000
										SORBI_3006G213601	SORBI_3009G109101
										SORBI_3006G240800	SORBI_3009G155500
										SORBI_3006G282200	SORBI_3010G045200
										SORBI_3007G018100	SORBI_3010G089700
										SORBI_3007G064600	SORBI_3010G100516
										SORBI_3007G064900	SORBI_3010G110200
										SORBI_3007G084800	SORBI_3010G112000
										SORBI_3007G088300	SORBI_3010G114300
										SORBI_3007G090100	SORBI_3010G119300
										SORBI_3007G090412	SORBI_3010G122666
										SORBI_3007G090427	SORBI_3010G124200
										SORBI_3007G091200	SORBI_3010G133300
										SORBI_3007G091400	SORBI_3010G133932
										SORBI_3007G092200	SORBI_3010G137200
										SORBI_3007G092450	SORBI_3010G138300
										SORBI_3007G093201	SORBI_3010G139600
										SORBI_3007G095000	SORBI_3010G140200
										SORBI_3007G095200	SORBI_3010G140500
										SORBI_3007G096200	SORBI_3010G140750
										SORBI_3007G097201	SORBI_3010G141001
										SORBI_3007G099133	SORBI_3010G141500
										SORBI_3007G100500	SORBI_3010G142401
										SORBI_3007G101300	SORBI_3010G142700
										SORBI_3007G101900	SORBI_3010G143900
										SORBI_3007G102400	SORBI_3010G144700
										SORBI_3007G103100	SORBI_3010G145800
										SORBI_3007G103500	SORBI_3010G146350
										SORBI_3007G106500	SORBI_3010G146600
										SORBI_3007G106800	SORBI_3010G147100
										SORBI_3007G109900	SORBI_3010G147250
										SORBI_3007G111300	SORBI_3010G148750
										SORBI_3007G111800	SORBI_3010G152500
										SORBI_3007G112400	SORBI_3010G154300
										SORBI_3007G112500	SORBI_3010G155401
										SORBI_3007G113950	SORBI_3010G158766
										SORBI_3007G114200	SORBI_3010G163150
										SORBI_3007G114401	SORBI_3010G164500
										SORBI_3007G114650	SORBI_3010G164800
										SORBI_3007G115050	SORBI_3010G167500
										SORBI_3007G118050	SORBI_3010G172000
										SORBI_3007G120100	SORBI_3010G186200
										SORBI_3007G125600	
										SORBI_3007G132000	
										SORBI_3007G132950	
										SORBI_3007G135700	
										SORBI_3007G136300	
										SORBI_3008G042800	
										SORBI_3008G051500	
										SORBI_3008G055900	
										SORBI_3008G068166	
										SORBI_3008G069401	
										SORBI_3008G069901	
										SORBI_3008G071200	
										SORBI_3008G077700	
										SORBI_3008G080801	
										SORBI_3008G083300	
										SORBI_3008G085600	
										SORBI_3008G087000	
										SORBI_3008G088200	
										SORBI_3008G088890	
										SORBI_3008G089100	
										SORBI_3008G089500	
										SORBI_3008G091300	
										SORBI_3008G091557	
										SORBI_3008G092466	
										SORBI_3008G092600	
										SORBI_3008G093500	
										SORBI_3008G101200	
										SORBI_3008G102050	
										SORBI_3008G107500	
										SORBI_3008G109950	
										SORBI_3008G110700	
										SORBI_3008G116300	
										SORBI_3008G117800	
										SORBI_3008G120600	
										SORBI_3009G056900	
										SORBI_3009G060300	
										SORBI_3009G066300	
										SORBI_3009G067000	
										SORBI_3009G072366	
										SORBI_3009G076600	
										SORBI_3009G080233	
										SORBI_3009G084400	
										SORBI_3009G084600	
										SORBI_3009G088300	
										SORBI_3009G089532	
										SORBI_3009G090500	
										SORBI_3009G090900	
										SORBI_3009G091101	
										SORBI_3009G091800	
										SORBI_3009G092601	
										SORBI_3009G094200	
										SORBI_3009G094700	
										SORBI_3009G095480	
										SORBI_3009G095640	
										SORBI_3009G095800	
										SORBI_3009G096700	
										SORBI_3009G098000	
										SORBI_3009G098801	
										SORBI_3009G099700	
										SORBI_3009G100300	
										SORBI_3009G101250	
										SORBI_3009G101800	
										SORBI_3009G104000	
										SORBI_3009G105000	
										SORBI_3009G109101	
										SORBI_3009G117300	
										SORBI_3009G130600	
										SORBI_3009G155500	
										SORBI_3010G045200	
										SORBI_3010G089700	
										SORBI_3010G100516	
										SORBI_3010G112000	
										SORBI_3010G122666	
										SORBI_3010G124200	
										SORBI_3010G125000	
										SORBI_3010G133275	
										SORBI_3010G133932	
										SORBI_3010G135900	
										SORBI_3010G137333	
										SORBI_3010G139600	
										SORBI_3010G140200	
										SORBI_3010G140500	
										SORBI_3010G140600	
										SORBI_3010G140750	
										SORBI_3010G141001	
										SORBI_3010G141500	
										SORBI_3010G142401	
										SORBI_3010G142700	
										SORBI_3010G143900	
										SORBI_3010G144700	
										SORBI_3010G145800	
										SORBI_3010G146350	
										SORBI_3010G147100	
										SORBI_3010G147250	
										SORBI_3010G152500	
										SORBI_3010G155401	
										SORBI_3010G158766	
										SORBI_3010G164500	
										SORBI_3010G164800	
										SORBI_3010G167500	
										SORBI_3010G172000	
										SORBI_3010G172300	
